ORIGEN,DESTINO,CANAL,TIPO,MONTO,CTD_TRX
U-PwoyAofN,U-XVGm0Jko,CANAL_1,TIPO_1,1474.47,1
U-Vs4qkqse,U-ghVZj85U,CANAL_3,TIPO_1,1610.42,2
U-6OUwoWdd,U-DHbuG1g7,CANAL_3,TIPO_2,1546.14,1
U-FGqn52Pi,U-WipKU5tr,CANAL_2,TIPO_1,1729.78,2
U-784wxe2J,U-UnYlw2Kf,CANAL_1,TIPO_2,1526.62,2
U-OeQw3xSk,U-3IVFBI26,CANAL_2,TIPO_2,1449.01,2
U-ZtPA32yl,U-uI6S6Yup,CANAL_2,TIPO_2,1437.08,1
U-UmqkEBTL,U-uuSqMrIG,CANAL_3,TIPO_2,1536.83,1
U-EzDK0he7,U-RqUCqFii,CANAL_2,TIPO_2,1616.52,1
U-NsKKfDuJ,U-3Z6geSSR,CANAL_2,TIPO_1,1345.65,1
U-gXoSl0a1,U-vhQTxI6s,CANAL_2,TIPO_2,1263.52,2
U-qZw0j1Gk,U-lEhC9dNV,CANAL_2,TIPO_1,1627.95,2
U-ilIpaBQJ,U-cfu6l1tW,CANAL_3,TIPO_2,1316.5,2
U-J9yJLbq2,U-w77CMNwV,CANAL_2,TIPO_3,1580.21,1
U-dZqkcaRE,U-jxL6srk7,CANAL_1,TIPO_1,1708.2,2
U-OrORhowL,U-RkJN4PUB,CANAL_3,TIPO_2,1577.27,1
U-MZmBqk7o,U-SIPn4hqo,CANAL_2,TIPO_2,1198.54,2
U-tT7l49Lp,U-kq0iGLWr,CANAL_2,TIPO_2,1673.95,1
U-UXaIy0Xp,U-kl5oHqCf,CANAL_2,TIPO_1,1463.14,1
U-tFweBzSN,U-UGAMQuFa,CANAL_2,TIPO_1,1234.75,2
U-fw9Hs8VU,U-YUGiByAA,CANAL_2,TIPO_2,1388.15,2
U-Cekw3ylb,U-lXVCb7LR,CANAL_2,TIPO_2,1769.5,1
U-tpQMaX45,U-s48xvq2G,CANAL_2,TIPO_1,1246.07,2
U-QZetnpyi,U-tAfVn7as,CANAL_2,TIPO_2,1634.97,1
U-LR1S9j5r,U-bjTdLUzF,CANAL_2,TIPO_1,1331.53,1
U-iaOWQKT3,U-gXoSl0a1,CANAL_3,TIPO_2,1349.83,1
U-7TOnLQmR,U-n4XkHlbr,CANAL_1,TIPO_2,1791.7,2
U-CfxZjzLM,U-LP9xfUNb,CANAL_2,TIPO_1,1377.4,1
U-gKUeS0yK,U-59w7jH4s,CANAL_2,TIPO_2,1396.43,1
U-XHiIikpQ,U-ePu5UJwe,CANAL_2,TIPO_1,1650.57,1
U-8LulxP5a,U-4XCqSMfR,CANAL_3,TIPO_2,1775.39,2
U-BFlHVuQ6,U-kDLZP8zi,CANAL_2,TIPO_3,1429.5,1
U-y8bYPVAu,U-ssRr1xad,CANAL_3,TIPO_1,1848.29,1
U-IO7P6Mbg,U-LL22HKBz,CANAL_2,TIPO_1,1319.89,1
U-qunVpNGc,U-UhXA0QMG,CANAL_2,TIPO_3,1224.4,2
U-fZfCdaox,U-ncaH9LF4,CANAL_2,TIPO_2,1725.17,1
U-OU2fMAGQ,U-J09JKByc,CANAL_2,TIPO_2,1556.95,1
U-L3gRvR3E,U-Zg0Q9Tey,CANAL_2,TIPO_2,1536.71,2
U-B5I16LNG,U-bnKwpdWU,CANAL_2,TIPO_3,1793.7,2
U-zPy99lOU,U-SsahTId2,CANAL_2,TIPO_3,1542.26,2
U-vGDGgKER,U-xZ0gophb,CANAL_2,TIPO_3,1378.96,2
U-9oAxTnFo,U-rQIhlgUG,CANAL_2,TIPO_1,1381.99,1
U-O5nduBT1,U-Tz14wqA8,CANAL_3,TIPO_2,1545.5,2
U-a0Rq1v2N,U-QgNcIct3,CANAL_2,TIPO_2,1612.87,1
U-AcdoZKjA,U-hYWsTWg9,CANAL_3,TIPO_1,1497.68,1
U-eiJ6EA6O,U-0Z8ekkoB,CANAL_3,TIPO_2,1306.25,2
U-4EuCSEaS,U-Usa8Vtnl,CANAL_2,TIPO_1,1542.32,2
U-Yu5vzRIA,U-gxsDzVeL,CANAL_2,TIPO_2,1808.61,2
U-71ufBHMS,U-Svzx0YwQ,CANAL_3,TIPO_2,1365.1,2
U-iTrnTunu,U-DNU5xg0a,CANAL_1,TIPO_3,1562.77,2
U-6OSPeuaf,U-obD4ssTs,CANAL_3,TIPO_2,1669.43,1
U-SGhu73uF,U-7I2gjiQK,CANAL_3,TIPO_2,1346.75,1
U-DjIIcPMZ,U-xx3JoLsM,CANAL_1,TIPO_1,1564.6,2
U-Qio4EYVa,U-7m4e7GG6,CANAL_1,TIPO_1,1379.53,1
U-bs2jsW1H,U-Rg7Hp1tp,CANAL_1,TIPO_1,1556.28,2
U-ZVbeh8aq,U-OrORhowL,CANAL_1,TIPO_2,1514.88,2
U-dFpeHmjh,U-RwABvMbU,CANAL_2,TIPO_2,1618.23,2
U-iu5stQ74,U-EuN7Z3ca,CANAL_2,TIPO_1,1326.22,2
U-w4vrNKLp,U-ABHuLnPQ,CANAL_1,TIPO_3,1861.45,1
U-fq04vjtE,U-Ptkdh6u9,CANAL_2,TIPO_3,1444.59,1
U-59w7jH4s,U-fD55Wvzu,CANAL_3,TIPO_1,1560.59,1
U-WTLbs1hs,U-tGlYv3eH,CANAL_2,TIPO_1,1517.4,1
U-wJuMT0yc,U-z8iCX4H9,CANAL_1,TIPO_3,1857.4,1
U-JybaF37Z,U-Wc1EOHFu,CANAL_2,TIPO_2,1562.68,2
U-7qnsZpJC,U-thiONf0M,CANAL_3,TIPO_1,1632.27,2
U-P5pWCZNt,U-aejdOUpC,CANAL_3,TIPO_2,1439.01,2
U-VIuT91KM,U-06fYjZcK,CANAL_1,TIPO_2,1417.55,1
U-aooogFx6,U-ud6KxxGD,CANAL_2,TIPO_2,1485.12,1
U-wiWoFFif,U-gtYn3Fjz,CANAL_2,TIPO_2,1544.86,1
U-4fjB94mo,U-PRBtpHeR,CANAL_2,TIPO_3,1258.81,1
U-OzRy57mo,U-bmyFlo1C,CANAL_2,TIPO_2,1421.47,2
U-p1TkxS0F,U-xiK5IVzr,CANAL_2,TIPO_2,1519.0,1
U-R0NF5cEv,U-xx3JoLsM,CANAL_1,TIPO_1,1432.38,2
U-aGph3yZY,U-J0XSdefj,CANAL_1,TIPO_2,1537.34,2
U-5oDdCNis,U-yw8G9a1w,CANAL_1,TIPO_2,1607.43,1
U-ATlCimSw,U-7QFJYRLl,CANAL_2,TIPO_2,1342.41,1
U-thRfifGY,U-ybKsJ2iA,CANAL_2,TIPO_2,1792.46,2
U-O5nduBT1,U-q2GCrZpA,CANAL_2,TIPO_1,1635.34,2
U-sfhKG8Xf,U-4BXI9BcF,CANAL_3,TIPO_1,1497.92,1
U-TwSqQW8r,U-ZrD5lvLC,CANAL_3,TIPO_1,1419.76,1
U-sB6iHmhu,U-QsN6JeNQ,CANAL_3,TIPO_2,1380.48,2
U-BFlHVuQ6,U-UJuaU7dz,CANAL_2,TIPO_2,1597.2,1
U-OOe8oPQu,U-Bbe2d9B3,CANAL_3,TIPO_1,1214.85,1
U-zR6qLBJ8,U-atfw2vYm,CANAL_1,TIPO_2,1699.9,1
U-bVVvhGiM,U-QFxw6iJ3,CANAL_1,TIPO_2,1319.47,2
U-0K3kGnU9,U-xlEQRHb8,CANAL_1,TIPO_2,1574.38,2
U-35f8nhjH,U-R0NF5cEv,CANAL_2,TIPO_3,1439.2,1
U-vpWRsd0L,U-89I7nxgX,CANAL_3,TIPO_2,1501.8,2
U-vYJwimRS,U-QUAVapOp,CANAL_3,TIPO_3,1652.13,1
U-QZetnpyi,U-NjCtjXtB,CANAL_2,TIPO_1,1316.24,1
U-wMLegDr0,U-MZmBqk7o,CANAL_2,TIPO_2,1456.06,1
U-XHx3peWf,U-icxnfXtf,CANAL_3,TIPO_1,1258.06,1
U-aUQG3hsi,U-J9yJLbq2,CANAL_3,TIPO_2,1651.02,1
U-Wy0pHzHC,U-g0Z2TJIv,CANAL_3,TIPO_1,1424.43,1
U-jbSIaK8s,U-Xq9Yf3d2,CANAL_2,TIPO_2,1647.13,2
U-DVYIYiFc,U-rrw2CUcE,CANAL_3,TIPO_1,1679.35,2
U-LL22HKBz,U-Yu5vzRIA,CANAL_3,TIPO_2,1606.91,2
U-Az6jDIDi,U-vZt2rMlu,CANAL_1,TIPO_2,1453.51,1
U-SEodqnbR,U-pHk9yK6T,CANAL_2,TIPO_1,1501.89,2
U-5Ri5vBEY,U-j9DChj2P,CANAL_2,TIPO_3,1591.89,2
U-q6M9ZpLv,U-Nr13MaGV,CANAL_3,TIPO_3,1471.74,2
U-XHx3peWf,U-bdor8VTv,CANAL_3,TIPO_2,1432.42,2
U-7bfEKLpV,U-lBx2yl4Q,CANAL_3,TIPO_1,1206.54,1
U-XJvU8Nvq,U-9SWJLnoq,CANAL_1,TIPO_2,1558.56,2
U-2FPhe9U3,U-9QSSGpU3,CANAL_1,TIPO_2,1202.36,1
U-ceV7gCqJ,U-50FXOJRb,CANAL_3,TIPO_1,1528.39,1
U-lt6bQmyK,U-dNZThpsw,CANAL_2,TIPO_1,1539.2,2
U-SVMizQLh,U-s3gmq5uE,CANAL_2,TIPO_3,1524.53,2
U-1u9FYers,U-rDsSBHoX,CANAL_2,TIPO_2,1661.51,1
U-bReG5PrA,U-ZLf8hkW8,CANAL_1,TIPO_1,1528.21,2
U-dC9zmdfK,U-iaOWQKT3,CANAL_2,TIPO_2,1764.52,1
U-ySQ2K6rx,U-fkE45W8q,CANAL_3,TIPO_3,1603.08,1
U-dtuCPFME,U-j9DChj2P,CANAL_2,TIPO_3,1481.79,2
U-wJuMT0yc,U-0K3kGnU9,CANAL_1,TIPO_2,1702.23,2
U-EtG4yyUD,U-5E6mnuPe,CANAL_3,TIPO_2,1542.67,1
U-6usBZm4z,U-UoV3e1TL,CANAL_3,TIPO_2,1499.97,2
U-AcdoZKjA,U-xwLReiAi,CANAL_1,TIPO_2,1682.07,2
U-zgyH16Xd,U-JYVsJ3Vj,CANAL_1,TIPO_1,1569.36,1
U-o7MttiWc,U-vhQTxI6s,CANAL_2,TIPO_3,1723.91,1
U-vsCs8Knh,U-Yxxr2vU9,CANAL_1,TIPO_1,1515.16,1
U-jSO7UmIG,U-3jjNH8zy,CANAL_3,TIPO_2,1396.91,1
U-NXGVXtpD,U-UmqkEBTL,CANAL_2,TIPO_2,1551.33,2
U-FWTQ6Aw3,U-Vs4qkqse,CANAL_2,TIPO_2,1618.41,1
U-xx3JoLsM,U-eS9eyabJ,CANAL_1,TIPO_1,1354.09,2
U-6vBOB361,U-aNZ7rMg6,CANAL_2,TIPO_2,1435.06,1
U-3C5nu1Rx,U-pxGjyTO8,CANAL_2,TIPO_1,1372.12,2
U-ZBnV1xyT,U-c2VjZrM3,CANAL_1,TIPO_3,1416.18,1
U-35F1pPzk,U-fw9Hs8VU,CANAL_2,TIPO_3,1486.81,2
U-en9N12nx,U-vqozkDzJ,CANAL_3,TIPO_2,1358.36,1
U-tpQMaX45,U-4jQ2HDX1,CANAL_3,TIPO_2,1556.06,2
U-XLr3Hb3O,U-zUc3Pj2L,CANAL_2,TIPO_3,1593.74,2
U-pRae9PvR,U-Zg0Q9Tey,CANAL_2,TIPO_3,1592.54,1
U-77fZi5wv,U-44I8n8mi,CANAL_2,TIPO_2,1394.85,2
U-zlALWGIJ,U-gXoSl0a1,CANAL_1,TIPO_3,1331.26,1
U-XUDwiwWP,U-ifPA3j6y,CANAL_3,TIPO_2,1496.56,1
U-PVyovS1Q,U-uXE4J2Fn,CANAL_3,TIPO_1,1745.2,1
U-HsCPZ8aF,U-ASIfncFz,CANAL_2,TIPO_1,1509.22,1
U-9BHM3FAO,U-lMFKz5QS,CANAL_2,TIPO_3,1591.92,2
U-2P6SabVJ,U-Uk5dfoPZ,CANAL_3,TIPO_1,1375.72,2
U-DFhYIMjH,U-GiqmP48v,CANAL_1,TIPO_2,1431.71,1
U-EzDK0he7,U-n8SOEwES,CANAL_2,TIPO_1,1504.19,1
U-eDArVHpN,U-VTFo6X1q,CANAL_2,TIPO_2,1472.11,1
U-4fjB94mo,U-Hax4oGgd,CANAL_2,TIPO_3,1710.75,1
U-IpLAu8xT,U-htwvnt5y,CANAL_1,TIPO_2,1435.86,1
U-K0DLhW8L,U-nRBm6tYM,CANAL_2,TIPO_2,1726.45,2
U-wpgGljQi,U-t0GBt775,CANAL_1,TIPO_3,1499.11,2
U-KKlWZoNV,U-BFlHVuQ6,CANAL_1,TIPO_2,1640.99,2
U-aNZ7rMg6,U-pPsvVBzN,CANAL_2,TIPO_3,1398.41,1
U-J8qaT1vH,U-Kk52HnpL,CANAL_2,TIPO_2,1464.34,1
U-AX9wvENq,U-wvgyUw2Q,CANAL_2,TIPO_2,1641.86,2
U-eDx1c9mi,U-EVfH0BS2,CANAL_2,TIPO_2,1812.41,2
U-KAh4yvEn,U-0wNppjb2,CANAL_3,TIPO_2,1418.44,1
U-vYJwimRS,U-cTLxJloU,CANAL_3,TIPO_2,1301.75,1
U-AIYJOOea,U-Nr13MaGV,CANAL_3,TIPO_2,1744.75,2
U-l0ryTmyx,U-8LulxP5a,CANAL_2,TIPO_2,1530.25,1
U-OeUdSZAQ,U-exaBOdBQ,CANAL_2,TIPO_2,1395.03,1
U-ZxUHntJf,U-SfXBIsdV,CANAL_2,TIPO_3,1444.35,1
U-O29lsaMk,U-AcdoZKjA,CANAL_2,TIPO_3,1647.13,1
U-Z8mTkoLS,U-lXVCb7LR,CANAL_2,TIPO_2,1308.64,1
U-deRgLlym,U-Y0LB8ubJ,CANAL_2,TIPO_3,1425.71,2
U-LhHeUNbu,U-er7KGpkw,CANAL_2,TIPO_2,1543.76,2
U-jSO7UmIG,U-g0Z2TJIv,CANAL_2,TIPO_2,1696.04,2
U-ikqwGXYR,U-s4h6y1yG,CANAL_2,TIPO_1,1212.09,2
U-xQ3LOruT,U-0iQfKVPv,CANAL_1,TIPO_1,1715.16,2
U-9SWJLnoq,U-uLKKfnUF,CANAL_3,TIPO_2,1654.45,2
U-lU1gPg9P,U-lwVL7RPm,CANAL_2,TIPO_3,1515.81,1
U-TNCcqQED,U-UoV3e1TL,CANAL_2,TIPO_2,1222.07,1
U-Qy76NzuF,U-gxsDzVeL,CANAL_1,TIPO_1,1568.87,2
U-oCwgFHY2,U-BkZndhHv,CANAL_2,TIPO_1,1679.53,1
U-35F1pPzk,U-59w7jH4s,CANAL_3,TIPO_2,1296.05,2
U-aNZ7rMg6,U-BUlM8tTN,CANAL_2,TIPO_2,1513.97,1
U-KKlWZoNV,U-43V5HZij,CANAL_2,TIPO_2,1310.38,2
U-5ScY23tw,U-BDPLIiBk,CANAL_3,TIPO_2,1465.5,1
U-9dw6nV0B,U-QphghTud,CANAL_1,TIPO_1,1545.5,2
U-2ZtCjXWx,U-2NtmzEJG,CANAL_2,TIPO_2,1684.56,2
U-KMxwq0Td,U-SRDxPN2j,CANAL_2,TIPO_1,1487.99,1
U-Kk52HnpL,U-X1Njp1mq,CANAL_2,TIPO_1,1298.99,1
U-sEoK5Isu,U-OWp1uW7W,CANAL_1,TIPO_1,1356.85,2
U-3vN5zzE7,U-UGhZnYdK,CANAL_3,TIPO_2,1507.0,1
U-QbnqAZr1,U-JYVsJ3Vj,CANAL_2,TIPO_2,1389.68,1
U-Nr13MaGV,U-EaPErZEj,CANAL_2,TIPO_2,1732.57,1
U-VQFFuaPv,U-k1XIQRi0,CANAL_3,TIPO_1,1111.26,1
U-tERstSSK,U-OOoijxUA,CANAL_2,TIPO_1,1556.94,1
U-OOoijxUA,U-N63yEQrt,CANAL_1,TIPO_2,1497.03,1
U-yRpReHgn,U-Oq2thhe2,CANAL_2,TIPO_1,1578.68,2
U-zpaB4dbF,U-FfiVoKGO,CANAL_3,TIPO_3,1662.46,1
U-Gdktd85w,U-TwSqQW8r,CANAL_1,TIPO_1,1509.46,1
U-3ZYgIZkW,U-J6FZ48Qm,CANAL_2,TIPO_1,1639.19,1
U-h9eWqAOj,U-P5iOVMul,CANAL_2,TIPO_2,1666.39,1
U-Qjiz80Kj,U-iAnqTGJj,CANAL_2,TIPO_3,1611.08,2
U-LNbESZpR,U-Z5My43Bs,CANAL_2,TIPO_2,1394.32,1
U-mLeUbIHj,U-tysQZcKS,CANAL_1,TIPO_2,1650.03,1
U-e0Qb2HIM,U-qNRDh5YP,CANAL_3,TIPO_2,1481.49,1
U-DAU5MRES,U-O6zub8gU,CANAL_1,TIPO_2,1612.4,1
U-YoroPw6W,U-xQ3LOruT,CANAL_2,TIPO_2,1540.96,2
U-C2WSHD4R,U-C5i00kRX,CANAL_2,TIPO_2,1528.56,2
U-DwedZyiH,U-QUAVapOp,CANAL_1,TIPO_3,1603.71,2
U-cZDAaOdX,U-pXdQbeZM,CANAL_3,TIPO_3,1602.04,1
U-5SDWj9v8,U-qf1ejivn,CANAL_2,TIPO_2,1839.61,1
U-OmmWujEi,U-kq0iGLWr,CANAL_3,TIPO_2,1529.02,2
U-l9D2R27C,U-psNC9QdA,CANAL_3,TIPO_2,1537.61,1
U-784wxe2J,U-JUf2aoFq,CANAL_1,TIPO_1,1627.15,1
U-RAnSTlra,U-WZgstjXJ,CANAL_2,TIPO_2,1562.68,2
U-2Lsuaa7w,U-qqz15vnY,CANAL_1,TIPO_2,1411.37,2
U-2Lsuaa7w,U-5NF2ravd,CANAL_2,TIPO_3,1727.12,2
U-faRoCb6k,U-q42btoMa,CANAL_2,TIPO_2,1692.93,1
U-xwLReiAi,U-3IVFBI26,CANAL_3,TIPO_1,1355.1,2
U-cTLxJloU,U-cDHRaotj,CANAL_2,TIPO_1,1500.97,2
U-hKzKzR1J,U-qS6z34y9,CANAL_2,TIPO_2,1583.97,1
U-Cus6XDc4,U-9SWJLnoq,CANAL_1,TIPO_2,1278.81,2
U-dZqkcaRE,U-wLgVL3ym,CANAL_2,TIPO_3,1429.01,2
U-wWq3vHYt,U-TFtaiURq,CANAL_2,TIPO_2,1633.62,2
U-1S024T3S,U-N6KR2rHd,CANAL_2,TIPO_2,1664.92,2
U-bP294uBP,U-iZm9itWk,CANAL_2,TIPO_3,1582.68,2
U-ZcORb9Hs,U-0M0ANZND,CANAL_1,TIPO_1,1621.2,1
U-XJvU8Nvq,U-FRIckt8n,CANAL_1,TIPO_2,1410.32,2
U-EzO9WDmB,U-0M0ANZND,CANAL_2,TIPO_3,1349.55,1
U-8bvZxj4g,U-WaHLsmDE,CANAL_2,TIPO_2,1643.32,2
U-VfPK0Keq,U-8EsNXqMc,CANAL_1,TIPO_2,1551.05,2
U-hKzKzR1J,U-E9veRMCH,CANAL_3,TIPO_2,1467.66,2
U-s48xvq2G,U-HKueMGyA,CANAL_1,TIPO_1,1518.25,2
U-q3g2I62K,U-7p10sQq6,CANAL_3,TIPO_3,1351.31,1
U-VEtr7mSz,U-ATavSdgE,CANAL_2,TIPO_3,1632.21,1
U-cqZhkYY2,U-WQ8F3Uu0,CANAL_2,TIPO_3,1565.83,2
U-BxP35Kfu,U-lglRpQcb,CANAL_1,TIPO_1,1721.28,1
U-4abFjqAp,U-UhEiRsAq,CANAL_1,TIPO_1,1729.73,1
U-pXjLkMGL,U-c6QfT0Fi,CANAL_2,TIPO_3,1663.06,2
U-IOe0Mt5m,U-1Ln0kHXA,CANAL_1,TIPO_2,1433.79,1
U-UYOArRIg,U-kGOGCVOb,CANAL_1,TIPO_2,1576.57,1
U-2YnapuZh,U-PXVkR8kg,CANAL_2,TIPO_2,1153.35,1
U-UGhZnYdK,U-sB6iHmhu,CANAL_3,TIPO_1,1534.74,1
U-rLo7JDD1,U-I9CL1n7F,CANAL_2,TIPO_2,1428.79,2
U-NXGVXtpD,U-YjaQMWAX,CANAL_3,TIPO_2,1073.98,1
U-YsPcF6zR,U-FjTi4bRH,CANAL_1,TIPO_1,1556.59,1
U-Gw73qkAA,U-GFAnntWC,CANAL_1,TIPO_2,1560.02,1
U-YBnug8iM,U-Ir8kwGxb,CANAL_2,TIPO_2,1370.87,1
U-mQfPnzRR,U-Usa8Vtnl,CANAL_3,TIPO_1,1444.13,2
U-BobFxn7Q,U-tERstSSK,CANAL_3,TIPO_1,1420.11,1
U-BNSAFxgQ,U-UvvaofE3,CANAL_2,TIPO_2,1524.46,2
U-IsQmXSLM,U-KHyaH8ga,CANAL_3,TIPO_2,1656.5,1
U-ZBnV1xyT,U-X8cLS9jO,CANAL_1,TIPO_1,1250.58,2
U-8MkBmeVr,U-e7ImCHNq,CANAL_2,TIPO_2,1763.19,1
U-7QOMFaK6,U-R0u567TJ,CANAL_2,TIPO_3,1438.71,1
U-V06kZ8iw,U-j3aKKgbn,CANAL_1,TIPO_2,1389.56,2
U-4jOjEpQy,U-0CBzyskp,CANAL_2,TIPO_2,1507.55,2
U-V4VE7vZV,U-cfu6l1tW,CANAL_1,TIPO_1,1674.79,2
U-Yxxr2vU9,U-jXQdWHTP,CANAL_2,TIPO_2,1672.14,2
U-GHm3bKH5,U-F5krE6pp,CANAL_1,TIPO_1,1595.68,1
U-Rg7Hp1tp,U-x1cKKyVJ,CANAL_2,TIPO_2,1460.15,2
U-YUg3yql3,U-BdS3mSG8,CANAL_3,TIPO_2,1306.77,1
U-AM6vQwx0,U-cww8b4Tf,CANAL_3,TIPO_1,1622.56,1
U-xWxt5Dnw,U-lUh8lrc3,CANAL_2,TIPO_3,1678.61,1
U-GHm3bKH5,U-YV0C6m2f,CANAL_1,TIPO_1,1490.75,2
U-ol2hmzlK,U-3HrPC4k3,CANAL_3,TIPO_3,1332.68,2
U-CnYcdZRi,U-Afyqoh0u,CANAL_2,TIPO_2,1367.71,1
U-3HrPC4k3,U-s4h6y1yG,CANAL_2,TIPO_3,1568.17,2
U-oYGyd5c1,U-RbpBzRPc,CANAL_2,TIPO_3,1419.18,2
U-iAnqTGJj,U-GA6T42Oj,CANAL_3,TIPO_2,1138.81,1
U-nRBm6tYM,U-uHnSyuLS,CANAL_2,TIPO_1,1211.46,2
U-vWE91roY,U-pFpFIt1C,CANAL_3,TIPO_2,1544.98,2
U-OOe8oPQu,U-ySQ2K6rx,CANAL_2,TIPO_2,1434.28,1
U-ybKsJ2iA,U-4EuCSEaS,CANAL_2,TIPO_2,1483.51,1
U-QbnqAZr1,U-7ZY7qtzU,CANAL_2,TIPO_2,1380.28,1
U-uQ15PAvU,U-wEfroe14,CANAL_2,TIPO_2,1323.41,2
U-aooogFx6,U-FU8j2vuf,CANAL_1,TIPO_3,1211.86,1
U-Lxbf7xoV,U-SJpKM427,CANAL_1,TIPO_2,1326.6,1
U-LJzjFeou,U-q38GhjxS,CANAL_3,TIPO_1,1790.66,2
U-uTEsBW84,U-ijcskDY0,CANAL_3,TIPO_1,1785.3,2
U-NXGVXtpD,U-PmKW5Pm5,CANAL_2,TIPO_2,1662.79,1
U-obD4ssTs,U-rNLp73cq,CANAL_3,TIPO_2,1641.27,2
U-OjI5YEsb,U-sltukuUm,CANAL_1,TIPO_1,1491.36,1
U-krZcvDaK,U-1W1QzKjj,CANAL_2,TIPO_2,1479.21,2
U-xzKHuEJd,U-jbSIaK8s,CANAL_1,TIPO_2,1492.56,2
U-8LulxP5a,U-Rn6yvZoz,CANAL_2,TIPO_2,1457.21,1
U-kM8zKbGY,U-48qs0I2N,CANAL_2,TIPO_1,1495.09,2
U-xbpzRJor,U-ekgeTdWv,CANAL_3,TIPO_2,1489.34,2
U-quU3pLHO,U-F8Kcgz4c,CANAL_2,TIPO_2,1436.94,1
U-n3tjMktA,U-flDuqfYo,CANAL_3,TIPO_1,1750.38,1
U-oY0pFX47,U-OW0QyzcB,CANAL_2,TIPO_3,1558.62,1
U-hzbxes1B,U-xZ0gophb,CANAL_3,TIPO_1,1806.55,2
U-ssRr1xad,U-6I74h6eA,CANAL_1,TIPO_2,1508.79,2
U-e7ImCHNq,U-ZE690uxa,CANAL_1,TIPO_3,1614.42,1
U-qhecKsE5,U-HDhmXD68,CANAL_2,TIPO_1,1511.34,1
U-PdmEevYg,U-5b1GaCF9,CANAL_2,TIPO_2,1699.34,2
U-oYGyd5c1,U-J4LJUKAf,CANAL_1,TIPO_1,1717.49,1
U-QdGyk3k0,U-1ypF5r35,CANAL_1,TIPO_1,1359.67,2
U-HhriENVo,U-OmmWujEi,CANAL_1,TIPO_1,1757.48,2
U-o0NzxgDo,U-BdS3mSG8,CANAL_2,TIPO_2,1701.87,2
U-QphghTud,U-YOpC811k,CANAL_3,TIPO_1,1902.2,2
U-Zygru71a,U-NQuGA7xs,CANAL_1,TIPO_2,1572.45,2
U-OzRy57mo,U-5T3vgyMu,CANAL_2,TIPO_1,1562.63,2
U-biAJGaFt,U-lBx2yl4Q,CANAL_2,TIPO_1,1780.21,2
U-9Ng98sUx,U-SRYKeglO,CANAL_3,TIPO_2,1377.26,1
U-H7l1Bklp,U-qR4AmHJx,CANAL_3,TIPO_1,1433.21,2
U-AGJ36bjV,U-BjvFBFB3,CANAL_1,TIPO_2,1378.56,1
U-krBVmZSc,U-k1S9wnPM,CANAL_2,TIPO_3,1698.13,1
U-tFgeOYxr,U-bnKwpdWU,CANAL_3,TIPO_1,1484.95,1
U-9fTRYfVP,U-i8szQRYG,CANAL_2,TIPO_2,1243.7,1
U-w0F52fbQ,U-AGrY7dsi,CANAL_2,TIPO_3,1489.97,1
U-wt7vL0AL,U-OU2fMAGQ,CANAL_2,TIPO_1,1587.72,1
U-Hax4oGgd,U-aooogFx6,CANAL_2,TIPO_3,1655.5,1
U-n7rS1l8A,U-8MkBmeVr,CANAL_2,TIPO_2,1574.43,1
U-50FXOJRb,U-hSe9N84I,CANAL_2,TIPO_1,1492.91,2
U-lh5GSACB,U-jnF5EkVk,CANAL_2,TIPO_2,1371.7,2
U-M3k4j5tA,U-6OUwoWdd,CANAL_2,TIPO_3,1468.74,1
U-vsCs8Knh,U-UXHfz6FA,CANAL_3,TIPO_1,1390.99,1
U-GmdxiyS4,U-IsQmXSLM,CANAL_2,TIPO_2,1651.51,2
U-EP35x8UF,U-c3Ay7Z6Y,CANAL_2,TIPO_1,1508.8,1
U-M6D8nj9v,U-4NhXfYPK,CANAL_1,TIPO_1,1557.3,2
U-35f8nhjH,U-reWSuZRz,CANAL_1,TIPO_1,1469.78,2
U-dC9zmdfK,U-26QAEKzj,CANAL_2,TIPO_3,1545.22,2
U-vkMpGbk3,U-0bkzH7lI,CANAL_2,TIPO_2,1519.8,2
U-fwCOr1AT,U-OmmWujEi,CANAL_2,TIPO_1,1699.29,2
U-aM1tNqXT,U-abj3x2rU,CANAL_2,TIPO_1,1635.73,1
U-oYUBQ7rd,U-uyc13qpN,CANAL_2,TIPO_2,1392.42,1
U-2jirOF3V,U-mKD39Q0j,CANAL_2,TIPO_1,1517.96,1
U-WcTRMOHY,U-ObzKE3qn,CANAL_2,TIPO_2,1425.06,1
U-iu5stQ74,U-11w9SZWp,CANAL_1,TIPO_3,1807.27,2
U-IhyW7xLm,U-AViIwVZ0,CANAL_2,TIPO_1,1437.34,2
U-k1XIQRi0,U-7omadnIr,CANAL_2,TIPO_3,1362.23,2
U-1u9FYers,U-RmrRnw1M,CANAL_2,TIPO_3,1784.93,2
U-YoZHV0nC,U-WcTRMOHY,CANAL_2,TIPO_2,1485.47,2
U-1hMjXVGm,U-SJpKM427,CANAL_2,TIPO_2,1604.69,2
U-O6zub8gU,U-ORKp5Xix,CANAL_2,TIPO_2,1664.34,1
U-jCrYwJIp,U-O6zub8gU,CANAL_3,TIPO_3,1265.37,1
U-9m73J5tf,U-Nl04am1A,CANAL_3,TIPO_2,1625.17,1
U-lfRjbwoH,U-J9yJLbq2,CANAL_2,TIPO_2,1632.65,2
U-ocZIx9iz,U-UCIHrNfI,CANAL_3,TIPO_2,1569.32,2
